NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	MIKKELSEN_MEF_HCP_WITH_H3K27ME3		26	0.19669777	0.6064408	0.97441363	0.9417204	0.999	152	tags=58%, list=43%, signal=94%	
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP	JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP		10	0.23275244	0.5875693	0.94061303	0.9564479	1.0	65	tags=30%, list=19%, signal=36%	
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_DN	GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_DN		12	0.23025608	0.58085316	0.95284873	0.956058	1.0	115	tags=42%, list=33%, signal=60%	
BLALOCK_ALZHEIMERS_DISEASE_DN	BLALOCK_ALZHEIMERS_DISEASE_DN		18	0.20682026	0.5656874	0.97291666	0.96480376	1.0	175	tags=61%, list=50%, signal=116%	
RODWELL_AGING_KIDNEY_UP	RODWELL_AGING_KIDNEY_UP		15	0.19840106	0.5623407	0.9585921	0.9610843	1.0	180	tags=60%, list=51%, signal=118%	
NUYTTEN_EZH2_TARGETS_UP	NUYTTEN_EZH2_TARGETS_UP		13	0.18127732	0.52066034	0.98821217	0.9870725	1.0	155	tags=54%, list=44%, signal=93%	
MARTINEZ_RB1_AND_TP53_TARGETS_DN	MARTINEZ_RB1_AND_TP53_TARGETS_DN		16	0.17036308	0.5144925	0.9821782	0.9840014	1.0	42	tags=19%, list=12%, signal=20%	
SMID_BREAST_CANCER_LUMINAL_B_DN	SMID_BREAST_CANCER_LUMINAL_B_DN		30	0.18020229	0.51352954	0.96	0.97780937	1.0	205	tags=67%, list=58%, signal=147%	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D		10	0.19272181	0.4996205	0.9897541	0.97978747	1.0	157	tags=60%, list=45%, signal=105%	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN		12	0.17072864	0.4769617	0.99378884	0.98465836	1.0	171	tags=50%, list=49%, signal=94%	
PILON_KLF1_TARGETS_UP	PILON_KLF1_TARGETS_UP		16	0.1817592	0.41052544	0.9744597	0.9985795	1.0	260	tags=94%, list=74%, signal=345%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP		10	0.15542516	0.37705255	1.0	0.9965124	1.0	297	tags=100%, list=85%, signal=631%	
