NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN		198	-0.31410325	-1.2387134	0.25244617	1.0	1.0	5583	tags=24%, list=16%, signal=28%	
GSE3982_MAC_VS_NKCELL_DN	GSE3982_MAC_VS_NKCELL_DN		196	-0.26383543	-1.2385534	0.1412844	1.0	1.0	4821	tags=23%, list=14%, signal=27%	
TIEN_INTESTINE_PROBIOTICS_24HR_DN	TIEN_INTESTINE_PROBIOTICS_24HR_DN		214	-0.29286632	-1.2384882	0.21526419	1.0	1.0	7176	tags=30%, list=21%, signal=38%	
GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_UP	GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_UP		199	-0.27080595	-1.2383455	0.19354838	1.0	1.0	8071	tags=31%, list=23%, signal=40%	
GSE14308_TH2_VS_TH17_DN	GSE14308_TH2_VS_TH17_DN		199	-0.24935286	-1.2383218	0.14602588	1.0	1.0	8114	tags=28%, list=23%, signal=37%	
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS		189	-0.3370788	-1.2378618	0.19485295	1.0	1.0	9218	tags=44%, list=27%, signal=60%	
GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_UP		155	-0.27230254	-1.2377009	0.17077799	1.0	1.0	3421	tags=19%, list=10%, signal=21%	
PID_ERBB_NETWORK_PATHWAY	PID_ERBB_NETWORK_PATHWAY		15	-0.49236864	-1.2375329	0.24022347	1.0	1.0	5730	tags=40%, list=17%, signal=48%	
GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP	GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP		200	-0.29188856	-1.2373484	0.22803739	1.0	1.0	7101	tags=29%, list=21%, signal=36%	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT		175	-0.37509537	-1.2373304	0.304	1.0	1.0	10859	tags=43%, list=31%, signal=63%	
GSE14000_UNSTIM_VS_16H_LPS_DC_UP	GSE14000_UNSTIM_VS_16H_LPS_DC_UP		197	-0.2722495	-1.2371341	0.20537429	1.0	1.0	9095	tags=34%, list=26%, signal=46%	
GSE17721_POLYIC_VS_CPG_1H_BMDC_UP	GSE17721_POLYIC_VS_CPG_1H_BMDC_UP		200	-0.2547031	-1.237077	0.17738791	1.0	1.0	8036	tags=28%, list=23%, signal=36%	
GSE10422_WT_VS_BAFF_TRANSGENIC_LN_BCELL_UP	GSE10422_WT_VS_BAFF_TRANSGENIC_LN_BCELL_UP		178	-0.27245647	-1.2370331	0.20488721	1.0	1.0	8514	tags=30%, list=25%, signal=40%	
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY	WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY		47	-0.44223383	-1.2366867	0.18097015	1.0	1.0	6649	tags=38%, list=19%, signal=47%	
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN		197	-0.28507873	-1.2365887	0.20773931	1.0	1.0	9611	tags=37%, list=28%, signal=50%	
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP	GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP		200	-0.26182014	-1.2361829	0.18441065	1.0	1.0	9610	tags=35%, list=28%, signal=48%	
GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_UP	GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_UP		199	-0.26991895	-1.2361145	0.15953307	1.0	1.0	7200	tags=30%, list=21%, signal=38%	
GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_UP	GSE7548_NAIVE_VS_DAY7_PCC_IMMUNIZATION_CD4_TCELL_UP		200	-0.265706	-1.2353486	0.18546845	1.0	1.0	9853	tags=36%, list=28%, signal=49%	
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP		24	-0.39965287	-1.2350477	0.24760076	1.0	1.0	4893	tags=25%, list=14%, signal=29%	
GSE17721_CTRL_VS_LPS_12H_BMDC_UP	GSE17721_CTRL_VS_LPS_12H_BMDC_UP		199	-0.28403953	-1.2350229	0.1940594	1.0	1.0	7789	tags=31%, list=23%, signal=40%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		38	-0.33390725	-1.2338169	0.21442126	1.0	1.0	5238	tags=26%, list=15%, signal=31%	
GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_UP	GSE7509_UNSTIM_VS_FCGRIIB_STIM_MONOCYTE_UP		168	-0.31323355	-1.2336731	0.22753346	1.0	1.0	5671	tags=26%, list=16%, signal=30%	
WP_ERBB_SIGNALING_PATHWAY	WP_ERBB_SIGNALING_PATHWAY		91	-0.30478263	-1.2336382	0.17962962	1.0	1.0	7327	tags=26%, list=21%, signal=33%	
GSE7852_TREG_VS_TCONV_DN	GSE7852_TREG_VS_TCONV_DN		200	-0.26439267	-1.2333218	0.2027559	1.0	1.0	4445	tags=19%, list=13%, signal=22%	
GSE27786_BCELL_VS_MONO_MAC_UP	GSE27786_BCELL_VS_MONO_MAC_UP		200	-0.28050146	-1.2332101	0.20419848	1.0	1.0	7076	tags=26%, list=20%, signal=32%	
GSE32255_WT_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN	GSE32255_WT_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN		149	-0.29235744	-1.2329574	0.2263056	1.0	1.0	7484	tags=29%, list=22%, signal=37%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		73	-0.3177662	-1.2321733	0.18679245	1.0	1.0	7135	tags=27%, list=21%, signal=34%	
GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP		197	-0.31773397	-1.2319598	0.2238806	1.0	1.0	7800	tags=35%, list=23%, signal=44%	
REACTOME_MTOR_SIGNALLING	REACTOME_MTOR_SIGNALLING		40	-0.34868115	-1.2316711	0.23106061	1.0	1.0	10151	tags=38%, list=29%, signal=53%	
GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_UP	GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_UP		199	-0.25363758	-1.2315466	0.12761904	1.0	1.0	7504	tags=29%, list=22%, signal=36%	
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN	GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN		200	-0.2589531	-1.2310158	0.1534091	1.0	1.0	8446	tags=31%, list=24%, signal=41%	
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP	GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP		200	-0.28523347	-1.2307692	0.23856859	1.0	1.0	8026	tags=29%, list=23%, signal=37%	
PID_SMAD2_3PATHWAY	PID_SMAD2_3PATHWAY		16	-0.4537435	-1.2304137	0.24952015	1.0	1.0	3401	tags=25%, list=10%, signal=28%	
GSE17721_0.5H_VS_4H_LPS_BMDC_UP	GSE17721_0.5H_VS_4H_LPS_BMDC_UP		200	-0.2878533	-1.2300977	0.246	1.0	1.0	7534	tags=29%, list=22%, signal=37%	
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_	REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_		21	-0.5295654	-1.229943	0.2835249	1.0	1.0	5651	tags=52%, list=16%, signal=63%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY		87	-0.30507055	-1.2298639	0.17132217	1.0	1.0	7271	tags=26%, list=21%, signal=33%	
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	STARK_HYPPOCAMPUS_22Q11_DELETION_UP		52	-0.32229146	-1.2296879	0.22243346	1.0	1.0	6822	tags=29%, list=20%, signal=36%	
GSE14308_INDUCED_VS_NATURAL_TREG_DN	GSE14308_INDUCED_VS_NATURAL_TREG_DN		200	-0.2658754	-1.2296151	0.21839081	1.0	1.0	8613	tags=29%, list=25%, signal=39%	
GSE27786_NKTCELL_VS_MONO_MAC_UP	GSE27786_NKTCELL_VS_MONO_MAC_UP		200	-0.26050895	-1.2288249	0.20196079	1.0	1.0	8133	tags=29%, list=24%, signal=37%	
GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN	GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN		199	-0.26384717	-1.2285249	0.15283018	1.0	1.0	9487	tags=35%, list=27%, signal=48%	
GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_UP	GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_UP		166	-0.31932372	-1.2284307	0.242	1.0	1.0	9088	tags=36%, list=26%, signal=49%	
GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP	GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP		198	-0.2520183	-1.2284074	0.18461539	1.0	1.0	3173	tags=17%, list=9%, signal=18%	
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN		200	-0.26563835	-1.2283487	0.20318726	1.0	1.0	7789	tags=30%, list=23%, signal=38%	
DARWICHE_PAPILLOMA_RISK_HIGH_DN	DARWICHE_PAPILLOMA_RISK_HIGH_DN		180	-0.27555618	-1.2278876	0.19209039	1.0	1.0	6954	tags=27%, list=20%, signal=33%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		200	-0.31483144	-1.2272899	0.22201835	1.0	1.0	7303	tags=32%, list=21%, signal=40%	
GSE42724_NAIVE_VS_B1_BCELL_DN	GSE42724_NAIVE_VS_B1_BCELL_DN		198	-0.347968	-1.2271563	0.30161944	1.0	1.0	10265	tags=39%, list=30%, signal=56%	
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP	GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP		173	-0.27976656	-1.2270205	0.22986248	1.0	1.0	10549	tags=36%, list=30%, signal=51%	
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_DN	GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_DN		196	-0.23909836	-1.2267399	0.11460259	1.0	1.0	7005	tags=28%, list=20%, signal=35%	
P53_DN.V1_DN	P53_DN.V1_DN		194	-0.29699817	-1.2266519	0.1992263	1.0	1.0	7764	tags=32%, list=22%, signal=42%	
GSE17721_4H_VS_24H_POLYIC_BMDC_DN	GSE17721_4H_VS_24H_POLYIC_BMDC_DN		200	-0.2690946	-1.2261642	0.19423077	1.0	1.0	4716	tags=19%, list=14%, signal=21%	
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP		199	-0.26112494	-1.2260448	0.18406072	1.0	1.0	9505	tags=34%, list=27%, signal=46%	
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_DN	PARK_HSC_VS_MULTIPOTENT_PROGENITORS_DN		15	-0.39637762	-1.2260028	0.23966943	1.0	1.0	5302	tags=33%, list=15%, signal=39%	
GALE_APL_WITH_FLT3_MUTATED_UP	GALE_APL_WITH_FLT3_MUTATED_UP		58	-0.3081859	-1.225694	0.21663442	1.0	1.0	8560	tags=36%, list=25%, signal=48%	
WP_OXIDATION_BY_CYTOCHROME_P450	WP_OXIDATION_BY_CYTOCHROME_P450		62	-0.5366321	-1.2256042	0.18558559	1.0	1.0	6223	tags=50%, list=18%, signal=61%	
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM		34	-0.4308545	-1.225535	0.24603175	1.0	1.0	7817	tags=47%, list=23%, signal=61%	
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_		58	-0.3487109	-1.2255229	0.26815644	1.0	1.0	11154	tags=45%, list=32%, signal=66%	
GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_UP	GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_UP		200	-0.26848897	-1.2254514	0.20662768	1.0	1.0	7958	tags=26%, list=23%, signal=34%	
REACTOME_TIGHT_JUNCTION_INTERACTIONS	REACTOME_TIGHT_JUNCTION_INTERACTIONS		29	-0.42547116	-1.2253613	0.2365989	1.0	1.0	7471	tags=52%, list=22%, signal=66%	
WP_SELENIUM_MICRONUTRIENT_NETWORK	WP_SELENIUM_MICRONUTRIENT_NETWORK		89	-0.42428076	-1.2252232	0.1970803	1.0	1.0	7066	tags=40%, list=20%, signal=51%	
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN	GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN		200	-0.28310716	-1.2251838	0.2368932	1.0	1.0	9062	tags=31%, list=26%, signal=42%	
GSE27786_LSK_VS_CD8_TCELL_UP	GSE27786_LSK_VS_CD8_TCELL_UP		199	-0.25315425	-1.2251023	0.17973231	1.0	1.0	6678	tags=28%, list=19%, signal=34%	
GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP	GSE13306_LAMINA_PROPRIA_VS_SPLEEN_TREG_UP		199	-0.2614969	-1.2248279	0.20267686	1.0	1.0	6814	tags=26%, list=20%, signal=32%	
GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_DN	GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_DN		199	-0.26743463	-1.2247243	0.20948617	1.0	1.0	9506	tags=34%, list=27%, signal=47%	
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP	GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP		200	-0.25840423	-1.2246602	0.1888668	1.0	1.0	9370	tags=35%, list=27%, signal=48%	
GSE13411_NAIVE_VS_MEMORY_BCELL_DN	GSE13411_NAIVE_VS_MEMORY_BCELL_DN		196	-0.29082033	-1.2245569	0.2485437	1.0	1.0	9090	tags=32%, list=26%, signal=43%	
REACTOME_METABOLISM_OF_NUCLEOTIDES	REACTOME_METABOLISM_OF_NUCLEOTIDES		99	-0.32355183	-1.2244269	0.22222222	1.0	1.0	4515	tags=19%, list=13%, signal=22%	
BIOCARTA_CARM_ER_PATHWAY	BIOCARTA_CARM_ER_PATHWAY		26	-0.3869014	-1.2243391	0.24022347	1.0	1.0	7864	tags=35%, list=23%, signal=45%	
GSE360_CTRL_VS_L_MAJOR_MAC_UP	GSE360_CTRL_VS_L_MAJOR_MAC_UP		199	-0.28539464	-1.2242926	0.21564886	1.0	1.0	8727	tags=30%, list=25%, signal=40%	
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN		196	-0.27974552	-1.2242168	0.22413793	1.0	1.0	9857	tags=38%, list=28%, signal=53%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		135	-0.29026705	-1.2241567	0.22692308	1.0	1.0	9505	tags=34%, list=27%, signal=47%	
GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_IN_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_IN_MAST_CELL_DN		189	-0.26581833	-1.2240487	0.17202269	1.0	1.0	9605	tags=33%, list=28%, signal=46%	
GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP	GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP		200	-0.28016508	-1.223838	0.19246031	1.0	1.0	8775	tags=34%, list=25%, signal=45%	
GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_UP	GSE37319_WT_VS_RC3H1_KO_CD44LOW_CD8_TCELL_UP		147	-0.25879344	-1.223581	0.11796733	1.0	1.0	8783	tags=33%, list=25%, signal=44%	
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE		31	-0.37142268	-1.2221751	0.26070765	1.0	1.0	14556	tags=74%, list=42%, signal=128%	
DARWICHE_SKIN_TUMOR_PROMOTER_DN	DARWICHE_SKIN_TUMOR_PROMOTER_DN		187	-0.2814614	-1.2219918	0.18470149	1.0	1.0	6954	tags=29%, list=20%, signal=37%	
GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_UP	GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_UP		199	-0.26082125	-1.2216748	0.19961977	1.0	1.0	7251	tags=27%, list=21%, signal=34%	
GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN	GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN		198	-0.27981228	-1.2214167	0.15168539	1.0	1.0	8053	tags=36%, list=23%, signal=46%	
GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_DN	GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_DN		199	-0.31682605	-1.2213435	0.26968503	1.0	1.0	10665	tags=39%, list=31%, signal=56%	
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP		199	-0.25977528	-1.2212739	0.17938931	1.0	1.0	8129	tags=30%, list=23%, signal=39%	
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN		199	-0.25147638	-1.22092	0.20380953	1.0	1.0	9402	tags=31%, list=27%, signal=43%	
GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_UP	GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_UP		199	-0.26134628	-1.2207456	0.19659735	1.0	1.0	7270	tags=28%, list=21%, signal=35%	
MTOR_UP.N4.V1_DN	MTOR_UP.N4.V1_DN		182	-0.29278168	-1.2206712	0.23529412	1.0	1.0	9354	tags=34%, list=27%, signal=46%	
ZWANG_EGF_INTERVAL_DN	ZWANG_EGF_INTERVAL_DN		230	-0.29617476	-1.2204696	0.19888476	1.0	1.0	9578	tags=39%, list=28%, signal=54%	
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN		29	-0.5627458	-1.2202245	0.18727273	1.0	1.0	5253	tags=72%, list=15%, signal=85%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP		176	-0.2785436	-1.220085	0.21497121	1.0	1.0	8708	tags=31%, list=25%, signal=42%	
BRUINS_UVC_RESPONSE_EARLY_LATE	BRUINS_UVC_RESPONSE_EARLY_LATE		307	-0.2289522	-1.2199407	0.14440434	1.0	1.0	6218	tags=22%, list=18%, signal=27%	
TOMLINS_PROSTATE_CANCER_UP	TOMLINS_PROSTATE_CANCER_UP		40	-0.33337513	-1.2198639	0.21689059	1.0	1.0	5946	tags=33%, list=17%, signal=39%	
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN		26	-0.4055126	-1.219832	0.22718808	1.0	1.0	7350	tags=54%, list=21%, signal=68%	
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP		200	-0.25559354	-1.2195773	0.18007663	1.0	1.0	7534	tags=26%, list=22%, signal=32%	
GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_UP	GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_UP		200	-0.24842106	-1.219188	0.12333966	1.0	1.0	6501	tags=25%, list=19%, signal=31%	
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT		23	-0.46306863	-1.2187928	0.31047618	1.0	1.0	11675	tags=52%, list=34%, signal=79%	
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS		28	-0.6045821	-1.2186918	0.17266187	1.0	1.0	5846	tags=54%, list=17%, signal=64%	
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_UP	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_UP		192	-0.2517529	-1.2182775	0.15213358	1.0	1.0	6244	tags=24%, list=18%, signal=30%	
GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN	GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN		200	-0.28631786	-1.2180797	0.26295584	1.0	1.0	7117	tags=26%, list=21%, signal=33%	
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN		198	-0.26116586	-1.2179173	0.20696326	1.0	1.0	8057	tags=26%, list=23%, signal=33%	
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN	GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN		198	-0.2620278	-1.2173274	0.23818898	1.0	1.0	9815	tags=35%, list=28%, signal=48%	
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_DN	GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDC_DN		199	-0.26611876	-1.2172089	0.19573644	1.0	1.0	10827	tags=37%, list=31%, signal=53%	
REACTOME_NEDDYLATION	REACTOME_NEDDYLATION		234	-0.27075848	-1.2166725	0.22851562	1.0	1.0	9357	tags=33%, list=27%, signal=45%	
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS		53	-0.34020385	-1.216638	0.23428571	1.0	1.0	7270	tags=28%, list=21%, signal=36%	
LUND_SILENCED_BY_METHYLATION	LUND_SILENCED_BY_METHYLATION		15	-0.4268942	-1.2166104	0.23745173	1.0	1.0	3397	tags=33%, list=10%, signal=37%	
GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_UP	GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_UP		200	-0.2688154	-1.216427	0.23314066	1.0	1.0	7101	tags=27%, list=21%, signal=34%	
GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_DN	GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_DN		197	-0.24028617	-1.2163978	0.17095588	1.0	1.0	1854	tags=12%, list=5%, signal=13%	
FINETTI_BREAST_CANCERS_KINOME_BLUE	FINETTI_BREAST_CANCERS_KINOME_BLUE		21	-0.3714563	-1.2159725	0.20034844	1.0	1.0	7652	tags=48%, list=22%, signal=61%	
GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_UP	GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_UP		199	-0.25295445	-1.2156707	0.17830883	1.0	1.0	5385	tags=22%, list=16%, signal=25%	
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP	GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP		199	-0.29041728	-1.2156581	0.22326455	1.0	1.0	7835	tags=31%, list=23%, signal=39%	
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP	GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP		194	-0.24440116	-1.2155105	0.16211294	1.0	1.0	6626	tags=25%, list=19%, signal=31%	
HILLION_HMGA1_TARGETS	HILLION_HMGA1_TARGETS		86	-0.31457764	-1.2155032	0.22932331	1.0	1.0	9413	tags=42%, list=27%, signal=57%	
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	AMUNDSON_DNA_DAMAGE_RESPONSE_TP53		16	-0.39914194	-1.2154851	0.23046875	1.0	1.0	9002	tags=44%, list=26%, signal=59%	
GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_DN	GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_DN		200	-0.25542852	-1.2154661	0.19366853	1.0	1.0	8084	tags=29%, list=23%, signal=38%	
GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP	GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP		182	-0.23359843	-1.2149801	0.09786477	1.0	1.0	7457	tags=30%, list=22%, signal=38%	
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN	GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN		195	-0.27462742	-1.2148764	0.18929255	1.0	1.0	9119	tags=34%, list=26%, signal=46%	
GSE17721_LPS_VS_CPG_1H_BMDC_UP	GSE17721_LPS_VS_CPG_1H_BMDC_UP		200	-0.2623721	-1.2147816	0.20428015	1.0	1.0	6844	tags=26%, list=20%, signal=33%	
GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP	GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP		197	-0.25858206	-1.214346	0.17425743	1.0	1.0	9121	tags=34%, list=26%, signal=45%	
KIM_TIAL1_TARGETS	KIM_TIAL1_TARGETS		31	-0.38759935	-1.2140095	0.24485981	1.0	1.0	5544	tags=32%, list=16%, signal=38%	
