NAME	TITLE	SCORE	
AC074035.1	novel transcript	0.28503388	
IGKV2D-24	immunoglobulin kappa variable 2D-24 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5797]	0.2849944	
SLC22A14	solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495]	0.2849911	
ZSWIM2	zinc finger SWIM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:30990]	0.28493825	
ITGB1-DT	ITGB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53718]	0.2849222	
RN7SL107P	RNA, 7SL, cytoplasmic 107, pseudogene [Source:HGNC Symbol;Acc:HGNC:46123]	0.28486565	
NPTXR	neuronal pentraxin receptor [Source:HGNC Symbol;Acc:HGNC:7954]	0.28483897	
LINC02705	long intergenic non-protein coding RNA 2705 [Source:HGNC Symbol;Acc:HGNC:54222]	0.28482684	
HAS2	hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]	0.28482497	
PTGDR	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	0.28481314	
RPSAP11	ribosomal protein SA pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:6503]	0.284785	
LRTM2	leucine rich repeats and transmembrane domains 2 [Source:HGNC Symbol;Acc:HGNC:32443]	0.2847305	
RPL22P24	ribosomal protein L22 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:53758]	0.2846857	
IGLV3-10	immunoglobulin lambda variable 3-10 [Source:HGNC Symbol;Acc:HGNC:5897]	0.2846318	
RPA4	replication protein A4 [Source:HGNC Symbol;Acc:HGNC:30305]	0.2846215	
MRGPRD	MAS related GPR family member D [Source:HGNC Symbol;Acc:HGNC:29626]	0.28461996	
TGFB3-AS1	TGFB3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53144]	0.28461194	
NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	0.28458676	
LIPI	lipase I [Source:HGNC Symbol;Acc:HGNC:18821]	0.28457847	
PCDH11X	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	0.28453663	
STK33P1	serine/threonine kinase 33 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26871]	0.28453457	
DEFB127	defensin beta 127 [Source:HGNC Symbol;Acc:HGNC:16206]	0.28453457	
RPL23AP69	ribosomal protein L23a pseudogene 69 [Source:HGNC Symbol;Acc:HGNC:36625]	0.28453457	
RPL23AP72	ribosomal protein L23a pseudogene 72 [Source:HGNC Symbol;Acc:HGNC:35736]	0.28453457	
ANAPC1P5	ANAPC1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54711]	0.28453457	
FJX1	four-jointed box kinase 1 [Source:HGNC Symbol;Acc:HGNC:17166]	0.28450856	
AC005162.2	novel transcript, antisense to CPVL	0.28449368	
AL590763.2	SOCS6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54990]	0.2844623	
SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	0.28444037	
LINC02069	long intergenic non-protein coding RNA 2069 [Source:HGNC Symbol;Acc:HGNC:52915]	0.28441337	
C9orf129	chromosome 9 open reading frame 129 [Source:HGNC Symbol;Acc:HGNC:31116]	0.2844109	
TAT-AS1	TAT antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51369]	0.28433967	
AC099489.1	novel lipoprotein amino terminal region containing protein	0.2843332	
AC112778.1	METTL1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54907]	0.28430524	
ZNF804B	zinc finger protein 804B [Source:HGNC Symbol;Acc:HGNC:21958]	0.2842807	
MIR320C1	microRNA 320c-1 [Source:HGNC Symbol;Acc:HGNC:35248]	0.28425676	
LINC02105	long intergenic non-protein coding RNA 2105 [Source:HGNC Symbol;Acc:HGNC:52960]	0.28423193	
LINC00378	long intergenic non-protein coding RNA 378 [Source:HGNC Symbol;Acc:HGNC:42704]	0.284196	
LINC01869	long intergenic non-protein coding RNA 1869 [Source:HGNC Symbol;Acc:HGNC:25050]	0.2841809	
XKR5	XK related 5 [Source:HGNC Symbol;Acc:HGNC:20782]	0.2841696	
USP21P2	USP21 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54650]	0.28413302	
LINC02791	long intergenic non-protein coding RNA 2791 [Source:HGNC Symbol;Acc:HGNC:54315]	0.2841258	
TCF3	transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]	0.28411806	
YBX2P2	YBX2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54721]	0.2841088	
POM121L4P	POM121 transmembrane nucleoporin like 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:19326]	0.28409442	
IGKJ5	immunoglobulin kappa joining 5 [Source:HGNC Symbol;Acc:HGNC:5723]	0.28409404	
RPL10P8	ribosomal protein L10 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:52344]	0.2840807	
CCDC151	coiled-coil domain containing 151 [Source:HGNC Symbol;Acc:HGNC:28303]	0.28407314	
DYRK3-AS1	DYRK3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40199]	0.28404972	
RPS3AP51	RPS3A pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:35480]	0.28404272	
P2RX1	purinergic receptor P2X 1 [Source:HGNC Symbol;Acc:HGNC:8533]	0.28403413	
BAZ2B	bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963]	0.2840224	
LINC02769	long intergenic non-protein coding RNA 2769 [Source:HGNC Symbol;Acc:HGNC:54289]	0.28395876	
C1QTNF12	C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]	0.28394842	
LINC02847	long intergenic non-protein coding RNA 2847 [Source:HGNC Symbol;Acc:HGNC:54383]	0.28394508	
EPYC	epiphycan [Source:HGNC Symbol;Acc:HGNC:3053]	0.28394344	
AC087667.1	novel transcript	0.28387272	
RNU6-826P	RNA, U6 small nuclear 826, pseudogene [Source:HGNC Symbol;Acc:HGNC:47789]	0.283869	
TAS2R50	taste 2 receptor member 50 [Source:HGNC Symbol;Acc:HGNC:18882]	0.28385803	
ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]	0.2838353	
RN7SKP72	RN7SK pseudogene 72 [Source:HGNC Symbol;Acc:HGNC:45796]	0.28381783	
KIAA0753	KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110]	0.2838023	
HOOK3	hook microtubule tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576]	0.28378686	
PATE1	prostate and testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24664]	0.28376332	
TRY2P	trypsinogen-like pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:207147]	0.28375474	
CFD	complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]	0.28373232	
CA9	carbonic anhydrase 9 [Source:HGNC Symbol;Acc:HGNC:1383]	0.28371453	
SIRPB1	signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]	0.28371343	
ZHX1	zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]	0.2837105	
ZNF385D	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]	0.28368378	
IGHV3-33	immunoglobulin heavy variable 3-33 [Source:HGNC Symbol;Acc:HGNC:5596]	0.28368264	
DSPP	dentin sialophosphoprotein [Source:HGNC Symbol;Acc:HGNC:3054]	0.2836677	
IRGM	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	0.28360632	
RNF17	ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]	0.2835504	
DNMT1	DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]	0.28354174	
LINC01116	long intergenic non-protein coding RNA 1116 [Source:HGNC Symbol;Acc:HGNC:49259]	0.2835117	
CA10	carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]	0.2835022	
IGSF6	immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]	0.28349343	
C21orf58	chromosome 21 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:1300]	0.2833997	
ERLEC1	endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222]	0.28339198	
MDFIC	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]	0.28337798	
TOR1B	torsin family 1 member B [Source:HGNC Symbol;Acc:HGNC:11995]	0.28336355	
RNU6-674P	RNA, U6 small nuclear 674, pseudogene [Source:HGNC Symbol;Acc:HGNC:47637]	0.28334245	
RPS7P6	ribosomal protein S7 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36334]	0.28333	
RPL13P5	ribosomal protein L13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30363]	0.28329936	
TEX36-AS1	TEX36 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49500]	0.2832383	
RPL13AP	ribosomal protein L13a pseudogene [Source:HGNC Symbol;Acc:HGNC:13977]	0.28319913	
BCLAF1P1	BCL2 associated transcription factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51329]	0.2831768	
PCDH11Y	protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:HGNC:15813]	0.28316444	
IGKJ1	immunoglobulin kappa joining 1 [Source:HGNC Symbol;Acc:HGNC:5719]	0.28315294	
SMPD5	sphingomyelin phosphodiesterase 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:52275]	0.2831339	
AC015712.2	novel transcript, antisense to LRRK1 and ALDH1A3	0.2831059	
HHIPL1	HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]	0.28310254	
MTND5P8	MT-ND5 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42270]	0.28309435	
FAM238B	family with sequence similarity 238 member B [Source:HGNC Symbol;Acc:HGNC:44917]	0.28308368	
NXPH2	neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076]	0.283081	
LINC01723	long intergenic non-protein coding RNA 1723 [Source:HGNC Symbol;Acc:HGNC:52511]	0.2830743	
HNRNPA1P65	heterogeneous nuclear ribonucleoprotein A1 pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:48795]	0.2830657	
LINC02872	long intergenic non-protein coding RNA 2872 [Source:HGNC Symbol;Acc:HGNC:33817]	0.28305835	
BPIFA1	BPI fold containing family A member 1 [Source:HGNC Symbol;Acc:HGNC:15749]	0.28304225	
PTPRD-AS2	PTPRD antisense RNA 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:49754]	0.28304225	
PTMAP1	prothymosin alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9624]	0.28303224	
TLE7	TLE family member 7 [Source:HGNC Symbol;Acc:HGNC:53648]	0.2830241	
RNU6-1263P	RNA, U6 small nuclear 1263, pseudogene [Source:HGNC Symbol;Acc:HGNC:48226]	0.28298345	
ZNF695	zinc finger protein 695 [Source:HGNC Symbol;Acc:HGNC:30954]	0.2829434	
DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160]	0.28293368	
RNA5SP240	RNA, 5S ribosomal pseudogene 240 [Source:HGNC Symbol;Acc:HGNC:43140]	0.28292653	
WASF1P1	WASF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51533]	0.28292653	
LINC02276	long intergenic non-protein coding RNA 2276 [Source:HGNC Symbol;Acc:HGNC:53192]	0.28292653	
MIR626	microRNA 626 [Source:HGNC Symbol;Acc:HGNC:32882]	0.28292653	
LINC01350	long intergenic non-protein coding RNA 1350 [Source:HGNC Symbol;Acc:HGNC:50575]	0.28292653	
RPL23AP36	ribosomal protein L23a pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:35685]	0.28292653	
ABHD11	abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]	0.28287137	
GPR149	G protein-coupled receptor 149 [Source:HGNC Symbol;Acc:HGNC:23627]	0.28284186	
NFU1P2	NFU1 iron-sulfur cluster scaffold pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44554]	0.28283498	
WBP2NL	WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]	0.2828333	
IGLV4-60	immunoglobulin lambda variable 4-60 [Source:HGNC Symbol;Acc:HGNC:5920]	0.2828218	
LINC02869	long intergenic non-protein coding RNA 2869 [Source:HGNC Symbol;Acc:HGNC:32045]	0.2827675	
RNA5S9	RNA, 5S ribosomal 9 [Source:HGNC Symbol;Acc:HGNC:34370]	0.28266016	
RTL8B	retrotransposon Gag like 8B [Source:HGNC Symbol;Acc:HGNC:33156]	0.2826267	
PCBP4	poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]	0.28258073	
MIR450A1	microRNA 450a-1 [Source:HGNC Symbol;Acc:HGNC:28008]	0.28253448	
RNU5E-9P	RNA, U5E small nuclear 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:42532]	0.28253448	
LINC01179	long intergenic non-protein coding RNA 1179 [Source:HGNC Symbol;Acc:HGNC:49556]	0.28253448	
CCDC15	coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]	0.28252086	
MIR3193	microRNA 3193 [Source:HGNC Symbol;Acc:HGNC:38204]	0.28243464	
PGA3	pepsinogen A3 [Source:HGNC Symbol;Acc:HGNC:8885]	0.28243172	
GRIK3	glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581]	0.28242305	
KIRREL3-AS2	KIRREL3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:42656]	0.28240353	
JDP2	Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]	0.28236225	
TARS3	threonyl-tRNA synthetase 3 [Source:HGNC Symbol;Acc:HGNC:24728]	0.28233147	
LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	0.28231925	
GIMAP6	GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]	0.28226337	
ARHGEF17	Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726]	0.28223497	
LINC02338	long intergenic non-protein coding RNA 2338 [Source:HGNC Symbol;Acc:HGNC:53258]	0.28215033	
EFR3A	EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]	0.28213903	
RN7SL57P	RNA, 7SL, cytoplasmic 57, pseudogene [Source:HGNC Symbol;Acc:HGNC:46073]	0.28210497	
HMGN1P35	high mobility group nucleosome binding domain 1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:39379]	0.28210497	
C1QA	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]	0.28209576	
PDCL2	phosducin like 2 [Source:HGNC Symbol;Acc:HGNC:29524]	0.282068	
LINC02500	long intergenic non-protein coding RNA 2500 [Source:HGNC Symbol;Acc:HGNC:53488]	0.28206223	
AL121987.2	novel transcript	0.28201878	
VTRNA2-2P	vault RNA 2-2, pseudogene [Source:HGNC Symbol;Acc:HGNC:46889]	0.2819923	
MT-TF	mitochondrially encoded tRNA-Phe (UUU/C) [Source:HGNC Symbol;Acc:HGNC:7481]	0.28195384	
IGKJ4	immunoglobulin kappa joining 4 [Source:HGNC Symbol;Acc:HGNC:5722]	0.28187504	
VENTXP7	VENT homeobox pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:13638]	0.28187075	
LINC02808	long intergenic non-protein coding RNA 2808 [Source:HGNC Symbol;Acc:HGNC:54340]	0.28184593	
FASLG	Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]	0.2818348	
KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]	0.2817936	
CLCNKA	chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]	0.28178748	
RNU2-26P	RNA, U2 small nuclear 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:48519]	0.28178158	
BAIAP2L2	BAR/IMD domain containing adaptor protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26203]	0.28176644	
TDRD15	tudor domain containing 15 [Source:HGNC Symbol;Acc:HGNC:45037]	0.2817478	
WFS1	wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]	0.2817401	
SCUBE2	signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]	0.28165358	
TMEM35A	transmembrane protein 35A [Source:HGNC Symbol;Acc:HGNC:25864]	0.2816424	
LUARIS	lncRNA upregulator of antiviral response interferon signaling [Source:HGNC Symbol;Acc:HGNC:40992]	0.2816372	
IMPDH1P4	inosine monophosphate dehydrogenase 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:33959]	0.2816365	
UBE2V1P13	ubiquitin conjugating enzyme E2 V1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:52411]	0.28162464	
IGKC	immunoglobulin kappa constant [Source:HGNC Symbol;Acc:HGNC:5716]	0.2816	
LINC01913	long intergenic non-protein coding RNA 1913 [Source:HGNC Symbol;Acc:HGNC:52732]	0.28158525	
VWFP1	von Willebrand factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12727]	0.2815403	
RNU6ATAC38P	RNA, U6atac small nuclear 38, pseudogene [Source:HGNC Symbol;Acc:HGNC:46937]	0.28153542	
GKN2	gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]	0.2814867	
PPP1R16A	protein phosphatase 1 regulatory subunit 16A [Source:HGNC Symbol;Acc:HGNC:14941]	0.2814568	
ATP6V1G1P4	ATPase H+ transporting V1 subunit G1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37671]	0.28144628	
KRT8P28	keratin 8 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:33380]	0.28140342	
F11-AS1	F11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27725]	0.28134376	
ADCY3	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]	0.2812985	
PIK3R6	phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101]	0.28129503	
FAM155A-IT1	FAM155A intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41503]	0.2812622	
LINC02739	long intergenic non-protein coding RNA 2739 [Source:HGNC Symbol;Acc:HGNC:54256]	0.28121987	
DIXDC1	DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]	0.28121924	
NLRC4	NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]	0.2812067	
MIR595	microRNA 595 [Source:HGNC Symbol;Acc:HGNC:32851]	0.2811729	
SPATA31D4	SPATA31 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:38601]	0.2811729	
EFHD2	EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]	0.28113896	
POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	0.28107658	
BNIP3P38	BCL2 interacting protein 3 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:49718]	0.28105474	
BLZF2P	basic leucine zipper nuclear factor 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20049]	0.2810188	
MAPK15	mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]	0.28101054	
RN7SL819P	RNA, 7SL, cytoplasmic 819, pseudogene [Source:HGNC Symbol;Acc:HGNC:46835]	0.28097367	
NR2F1-AS1	NR2F1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48622]	0.28095484	
AC125421.1	novel transcript	0.28094465	
AL512634.1	novel transcript	0.28089908	
SPATA31A3	SPATA31 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:32003]	0.28089446	
STEAP3-AS1	STEAP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41053]	0.28087637	
AQP4	aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]	0.28084105	
CDH15	cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]	0.28081283	
ADCY2	adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]	0.28077912	
KAZALD1	Kazal type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]	0.28077772	
LNP1	leukemia NUP98 fusion partner 1 [Source:HGNC Symbol;Acc:HGNC:28014]	0.28064656	
ATP6V1G2	ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862]	0.2806348	
TRMT112P1	tRNA methyltransferase subunit 11-2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44020]	0.2805305	
RPA3P2	RPA3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54791]	0.2805305	
CELA3A	chymotrypsin like elastase 3A [Source:HGNC Symbol;Acc:HGNC:15944]	0.2805305	
PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	0.28052512	
UNC13A	unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]	0.28047785	
RNA5SP394	RNA, 5S ribosomal pseudogene 394 [Source:HGNC Symbol;Acc:HGNC:43294]	0.28041857	
MRGPRX2	MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983]	0.2804176	
DLGAP2-AS1	DLGAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50467]	0.2804164	
RNU6-915P	RNA, U6 small nuclear 915, pseudogene [Source:HGNC Symbol;Acc:HGNC:47878]	0.2803821	
PGA5	pepsinogen A5 [Source:HGNC Symbol;Acc:HGNC:8887]	0.28036156	
GJD2	gap junction protein delta 2 [Source:HGNC Symbol;Acc:HGNC:19154]	0.2802016	
MIR513B	microRNA 513b [Source:HGNC Symbol;Acc:HGNC:33935]	0.2801884	
RN7SL479P	RNA, 7SL, cytoplasmic 479, pseudogene [Source:HGNC Symbol;Acc:HGNC:46495]	0.2801884	
LINC01070	long intergenic non-protein coding RNA 1070 [Source:HGNC Symbol;Acc:HGNC:49110]	0.2801884	
CACYBP	calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]	0.28018284	
WDCP	WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]	0.28011253	
LINC01111	long intergenic non-protein coding RNA 1111 [Source:HGNC Symbol;Acc:HGNC:49237]	0.28008163	
PATE2	prostate and testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:32249]	0.2800343	
NANOGP1	Nanog homeobox pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23099]	0.28002158	
CTF2P	cardiotrophin 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:33173]	0.28001124	
RERG-AS1	RERG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39990]	0.28001124	
MIR4319	microRNA 4319 [Source:HGNC Symbol;Acc:HGNC:38212]	0.28001124	
ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]	0.2800086	
ADCY8	adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]	0.27999502	
ETS1-AS1	ETS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53932]	0.27996227	
RFLNB	refilin B [Source:HGNC Symbol;Acc:HGNC:28705]	0.27994445	
ALG1L11P	ALG1 like 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:44380]	0.27990565	
PPP1R8P1	protein phosphatase 1 regulatory subunit 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9297]	0.27989832	
DHPS	deoxyhypusine synthase [Source:HGNC Symbol;Acc:HGNC:2869]	0.2798817	
PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657]	0.27987862	
PSG10P	pregnancy specific beta-1-glycoprotein 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:9515]	0.27985248	
LINC01479	long intergenic non-protein coding RNA 1479 [Source:HGNC Symbol;Acc:HGNC:51123]	0.27981728	
SGO1	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	0.27981025	
MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]	0.27976653	
H3C15	H3 clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:20505]	0.279748	
CNPY1	canopy FGF signaling regulator 1 [Source:HGNC Symbol;Acc:HGNC:27786]	0.2796265	
SNORD105	small nucleolar RNA, C/D box 105 [Source:HGNC Symbol;Acc:HGNC:32769]	0.27957392	
AP005329.1	novel transcript, antisense to MYL12A	0.2795221	
MUC20	mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]	0.27949435	
FAM183DP	family with sequence similarity 183 member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:51331]	0.2794852	
QRSL1P2	QRSL1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43668]	0.27945608	
LINC02460	long intergenic non-protein coding RNA 2460 [Source:HGNC Symbol;Acc:HGNC:53396]	0.27945608	
ZNF123P	zinc finger protein 123, pseudogene [Source:HGNC Symbol;Acc:HGNC:12906]	0.27945608	
RN7SL734P	RNA, 7SL, cytoplasmic 734, pseudogene [Source:HGNC Symbol;Acc:HGNC:46750]	0.27945608	
BOD1L2	biorientation of chromosomes in cell division 1 like 2 [Source:HGNC Symbol;Acc:HGNC:28505]	0.2794535	
SNX3P1X	sorting nexin 3 pseudogene 1 X-linked [Source:HGNC Symbol;Acc:HGNC:41516]	0.27942652	
VDAC2P3	VDAC2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51931]	0.27939612	
PROKR1	prokineticin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4524]	0.27939478	
LKAAEAR1	LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]	0.27935037	
MYH11	myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]	0.27933186	
AGER	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	0.2793056	
PRR11	proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]	0.2791824	
AC091806.1	novel transcript	0.27918026	
LINC02260	long intergenic non-protein coding RNA 2260 [Source:HGNC Symbol;Acc:HGNC:27956]	0.27918005	
LINC02737	long intergenic non-protein coding RNA 2737 [Source:HGNC Symbol;Acc:HGNC:54254]	0.27915457	
NOTCH2NLA	notch 2 N-terminal like A [Source:HGNC Symbol;Acc:HGNC:31862]	0.2791251	
IGKV2-40	immunoglobulin kappa variable 2-40 [Source:HGNC Symbol;Acc:HGNC:5789]	0.27911943	
SRP14P3	signal recognition particle 14 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:53769]	0.27906623	
RPL7AP65	ribosomal protein L7a pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:37031]	0.27894488	
CDCA7	cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]	0.27889168	
LINC01109	long intergenic non-protein coding RNA 1109 [Source:HGNC Symbol;Acc:HGNC:49235]	0.2788681	
RNU6-647P	RNA, U6 small nuclear 647, pseudogene [Source:HGNC Symbol;Acc:HGNC:47610]	0.27885258	
RAD1P1	RAD1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49479]	0.27885258	
LRRC75B	leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155]	0.2787987	
PROB1	proline rich basic protein 1 [Source:HGNC Symbol;Acc:HGNC:41906]	0.27878585	
PLEKHF1	pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]	0.2786644	
