NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
STEIN_ESRRA_TARGETS_DN	106		Rejected!	
WANG_LSD1_TARGETS_UP	24		Rejected!	
WANG_LSD1_TARGETS_DN	37		Rejected!	
FOSTER_TOLERANT_MACROPHAGE_UP	167		Rejected!	
FOSTER_TOLERANT_MACROPHAGE_DN	413		Rejected!	
TESAR_ALK_TARGETS_EPISC_3D_UP	7		Rejected!	
TESAR_ALK_TARGETS_EPISC_4D_UP	6		Rejected!	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP	5		Rejected!	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_DN	5		Rejected!	
TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	8		Rejected!	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	17		Rejected!	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	12		Rejected!	
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	25		Rejected!	
JEPSEN_SMRT_TARGETS	33		Rejected!	
KYNG_DNA_DAMAGE_BY_4NQO	36		Rejected!	
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	77		Rejected!	
KYNG_DNA_DAMAGE_BY_UV	54		Rejected!	
KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	15		Rejected!	
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	60		Rejected!	
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION	77		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_OLD	12		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_WS	37		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD	29		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS	31		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_OLD	23		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_WS	12		Rejected!	
KYNG_DNA_DAMAGE_DN	182		Rejected!	
KYNG_DNA_DAMAGE_UP	205		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP	53		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	17		Rejected!	
KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3	97		Rejected!	
KONDO_PROSTATE_CANCER_WITH_H3K27ME3	194		Rejected!	
KONDO_COLON_CANCER_HCP_WITH_H3K27ME1	26		Rejected!	
KONDO_COLON_CANCER_HCP_WITH_H3K27ME3	6		Rejected!	
KONDO_EZH2_TARGETS	229		Rejected!	
ZHANG_GATA6_TARGETS_UP	16		Rejected!	
ZHANG_GATA6_TARGETS_DN	62		Rejected!	
MCGOWAN_RSP6_TARGETS_UP	19		Rejected!	
KANG_CISPLATIN_RESISTANCE_UP	21		Rejected!	
KANG_CISPLATIN_RESISTANCE_DN	8		Rejected!	
STEARMAN_TUMOR_FIELD_EFFECT_UP	38		Rejected!	
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	128		Rejected!	
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	62		Rejected!	
HELLER_SILENCED_BY_METHYLATION_UP	283		Rejected!	
HELLER_SILENCED_BY_METHYLATION_DN	107		Rejected!	
HELLER_HDAC_TARGETS_UP	317		Rejected!	
HELLER_HDAC_TARGETS_DN	293		Rejected!	
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	462		Rejected!	
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	281		Rejected!	
CLAUS_PGR_POSITIVE_MENINGIOMA_UP	10		Rejected!	
CLAUS_PGR_POSITIVE_MENINGIOMA_DN	12		Rejected!	
WONG_MITOCHONDRIA_GENE_MODULE	218		Rejected!	
WONG_PROTEASOME_GENE_MODULE	50		Rejected!	
COATES_MACROPHAGE_M1_VS_M2_UP	86		Rejected!	
COATES_MACROPHAGE_M1_VS_M2_DN	85		Rejected!	
LEE_METASTASIS_AND_RNA_PROCESSING_UP	16		Rejected!	
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	74		Rejected!	
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_DN	45		Rejected!	
LIN_MELANOMA_COPY_NUMBER_UP	72		Rejected!	
LIN_MELANOMA_COPY_NUMBER_DN	41		Rejected!	
MARTINEZ_RB1_TARGETS_UP	683	15		
MARTINEZ_RB1_TARGETS_DN	559		Rejected!	
MARTINEZ_TP53_TARGETS_UP	618		Rejected!	
MARTINEZ_TP53_TARGETS_DN	604		Rejected!	
MARTINEZ_RB1_AND_TP53_TARGETS_UP	617		Rejected!	
MARTINEZ_RB1_AND_TP53_TARGETS_DN	600	16		
FINETTI_BREAST_CANCER_KINOME_RED	16		Rejected!	
FINETTI_BREAST_CANCER_KINOME_GREEN	16		Rejected!	
FINETTI_BREAST_CANCERS_KINOME_BLUE	21		Rejected!	
FINETTI_BREAST_CANCERS_KINOME_GRAY	15		Rejected!	
MASSARWEH_TAMOXIFEN_RESISTANCE_UP	580		Rejected!	
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	256		Rejected!	
MASSARWEH_RESPONSE_TO_ESTRADIOL	62		Rejected!	
WALLACE_PROSTATE_CANCER_UP	20		Rejected!	
WALLACE_PROSTATE_CANCER_DN	6		Rejected!	
WALLACE_PROSTATE_CANCER_RACE_UP	303		Rejected!	
WALLACE_PROSTATE_CANCER_RACE_DN	88		Rejected!	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	166		Rejected!	
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	145		Rejected!	
OUILLETTE_CLL_13Q14_DELETION_UP	75		Rejected!	
OUILLETTE_CLL_13Q14_DELETION_DN	56		Rejected!	
YOKOE_CANCER_TESTIS_ANTIGENS	35		Rejected!	
MARZEC_IL2_SIGNALING_UP	115		Rejected!	
MARZEC_IL2_SIGNALING_DN	36		Rejected!	
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	192		Rejected!	
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	359		Rejected!	
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	172		Rejected!	
IWANAGA_CARCINOGENESIS_BY_KRAS_DN	122		Rejected!	
DER_IFN_ALPHA_RESPONSE_DN	5		Rejected!	
CAMPS_COLON_CANCER_COPY_NUMBER_UP	93		Rejected!	
CAMPS_COLON_CANCER_COPY_NUMBER_DN	74		Rejected!	
RIZKI_TUMOR_INVASIVENESS_3D_UP	209		Rejected!	
RIZKI_TUMOR_INVASIVENESS_3D_DN	262		Rejected!	
RIZKI_TUMOR_INVASIVENESS_2D_UP	69		Rejected!	
RIZKI_TUMOR_INVASIVENESS_2D_DN	63		Rejected!	
FUJII_YBX1_TARGETS_UP	43		Rejected!	
FUJII_YBX1_TARGETS_DN	194		Rejected!	
OSADA_ASCL1_TARGETS_UP	46		Rejected!	
OSADA_ASCL1_TARGETS_DN	24		Rejected!	
CHENG_IMPRINTED_BY_ESTRADIOL	110		Rejected!	
DE_YY1_TARGETS_UP	20		Rejected!	
DE_YY1_TARGETS_DN	93		Rejected!	
MCCABE_BOUND_BY_HOXC6	457		Rejected!	
POS_RESPONSE_TO_HISTAMINE_UP	12		Rejected!	
POS_RESPONSE_TO_HISTAMINE_DN	11		Rejected!	
POS_HISTAMINE_RESPONSE_NETWORK	32		Rejected!	
DAIRKEE_CANCER_PRONE_RESPONSE_E2	28		Rejected!	
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	51		Rejected!	
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	118		Rejected!	
YAMASHITA_SILENCED_BY_METHYLATION	8		Rejected!	
YAMASHITA_METHYLATED_IN_PROSTATE_CANCER	62		Rejected!	
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	21		Rejected!	
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	21		Rejected!	
OUYANG_PROSTATE_CANCER_MARKERS	20		Rejected!	
RIGGI_EWING_SARCOMA_PROGENITOR_UP	434	17		
RIGGI_EWING_SARCOMA_PROGENITOR_DN	195	15		
GAUTSCHI_SRC_SIGNALING	8		Rejected!	
VICENT_METASTASIS_UP	14		Rejected!	
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	108		Rejected!	
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	36		Rejected!	
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	48		Rejected!	
ENGELMANN_CANCER_PROGENITORS_UP	48		Rejected!	
ENGELMANN_CANCER_PROGENITORS_DN	69		Rejected!	
WORSCHECH_TUMOR_REJECTION_UP	61		Rejected!	
WORSCHECH_TUMOR_REJECTION_DN	10		Rejected!	
HUANG_FOXA2_TARGETS_UP	47		Rejected!	
HUANG_FOXA2_TARGETS_DN	38		Rejected!	
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	20		Rejected!	
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	20		Rejected!	
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP	24		Rejected!	
MCCABE_HOXC6_TARGETS_UP	10		Rejected!	
MCCABE_HOXC6_TARGETS_DN	21		Rejected!	
TING_SILENCED_BY_DICER	30		Rejected!	
BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1	12		Rejected!	
MCCABE_HOXC6_TARGETS_CANCER_UP	31		Rejected!	
MCCABE_HOXC6_TARGETS_CANCER_DN	20		Rejected!	
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	68		Rejected!	
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	58		Rejected!	
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP	173		Rejected!	
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	354		Rejected!	
ACEVEDO_LIVER_CANCER_UP	972		Rejected!	
ACEVEDO_LIVER_CANCER_DN	540		Rejected!	
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP	863		Rejected!	
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	274		Rejected!	
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP	290		Rejected!	
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	221		Rejected!	
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	139		Rejected!	
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN	119		Rejected!	
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN	872	16		
MITSIADES_RESPONSE_TO_APLIDIN_UP	446		Rejected!	
MITSIADES_RESPONSE_TO_APLIDIN_DN	250		Rejected!	
HOQUE_METHYLATED_IN_CANCER	56		Rejected!	
NADELLA_PRKAR1A_TARGETS_UP	9		Rejected!	
NADELLA_PRKAR1A_TARGETS_DN	7		Rejected!	
SAGIV_CD24_TARGETS_UP	22		Rejected!	
SAGIV_CD24_TARGETS_DN	45		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	41		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN	82		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	99		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	324	17		
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	22		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	38		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	6		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	10		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP	6		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	32		Rejected!	
SMID_BREAST_CANCER_LUMINAL_B_UP	168		Rejected!	
SMID_BREAST_CANCER_LUMINAL_B_DN	587	30		
SMID_BREAST_CANCER_LUMINAL_A_UP	85		Rejected!	
SMID_BREAST_CANCER_LUMINAL_A_DN	18		Rejected!	
SMID_BREAST_CANCER_ERBB2_UP	151		Rejected!	
SMID_BREAST_CANCER_ERBB2_DN	5		Rejected!	
SMID_BREAST_CANCER_NORMAL_LIKE_UP	483	18		
SMID_BREAST_CANCER_NORMAL_LIKE_DN	6		Rejected!	
SMID_BREAST_CANCER_BASAL_UP	662	25		
SMID_BREAST_CANCER_BASAL_DN	700	23		
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	9		Rejected!	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN	10		Rejected!	
ITO_PTTG1_TARGETS_UP	12		Rejected!	
ITO_PTTG1_TARGETS_DN	9		Rejected!	
LE_SKI_TARGETS_UP	17		Rejected!	
LE_SKI_TARGETS_DN	7		Rejected!	
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP	31		Rejected!	
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN	22		Rejected!	
BONOME_OVARIAN_CANCER_SURVIVAL_OPTIMAL_DEBULKING	237		Rejected!	
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING	505		Rejected!	
GALI_TP53_TARGETS_APOPTOTIC_UP	8		Rejected!	
GALI_TP53_TARGETS_APOPTOTIC_DN	6		Rejected!	
MOSERLE_IFNA_RESPONSE	31		Rejected!	
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	42		Rejected!	
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	20		Rejected!	
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_DN	5		Rejected!	
WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP	6		Rejected!	
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	43		Rejected!	
WEBER_METHYLATED_HCP_IN_SPERM_DN	29		Rejected!	
WEBER_METHYLATED_HCP_IN_SPERM_UP	20		Rejected!	
BASSO_HAIRY_CELL_LEUKEMIA_UP	79		Rejected!	
BASSO_HAIRY_CELL_LEUKEMIA_DN	6		Rejected!	
TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C	454		Rejected!	
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP	128		Rejected!	
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	107		Rejected!	
ZHANG_BREAST_CANCER_PROGENITORS_UP	431		Rejected!	
ZHANG_BREAST_CANCER_PROGENITORS_DN	139		Rejected!	
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	24		Rejected!	
BERNARD_PPAPDC1B_TARGETS_UP	37		Rejected!	
BERNARD_PPAPDC1B_TARGETS_DN	58		Rejected!	
GAURNIER_PSMD4_TARGETS	73		Rejected!	
EHLERS_ANEUPLOIDY_UP	40		Rejected!	
EHLERS_ANEUPLOIDY_DN	12		Rejected!	
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	249		Rejected!	
ZHENG_GLIOBLASTOMA_PLASTICITY_DN	59		Rejected!	
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	21		Rejected!	
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_DN	22		Rejected!	
JONES_TCOF1_TARGETS	5		Rejected!	
AUJLA_IL22_AND_IL17A_SIGNALING	11		Rejected!	
ZHENG_IL22_SIGNALING_UP	59		Rejected!	
ZHENG_IL22_SIGNALING_DN	41		Rejected!	
BOCHKIS_FOXA2_TARGETS	432		Rejected!	
HONMA_DOCETAXEL_RESISTANCE	35		Rejected!	
WILENSKY_RESPONSE_TO_DARAPLADIB	28		Rejected!	
MATZUK_OVULATION	15		Rejected!	
MATZUK_CUMULUS_EXPANSION	9		Rejected!	
MATZUK_FERTILIZATION	8		Rejected!	
MATZUK_MATERNAL_EFFECT	9		Rejected!	
MATZUK_IMPLANTATION_AND_UTERINE	22		Rejected!	
MATZUK_POSTIMPLANTATION_AND_POSTPARTUM	14		Rejected!	
MATZUK_STEROIDOGENESIS	7		Rejected!	
MATZUK_MEIOTIC_AND_DNA_REPAIR	39		Rejected!	
MATZUK_CENTRAL_FOR_FEMALE_FERTILITY	29		Rejected!	
MATZUK_EMBRYONIC_GERM_CELL	19		Rejected!	
MATZUK_EARLY_ANTRAL_FOLLICLE	13		Rejected!	
MATZUK_LUTEAL_GENES	8		Rejected!	
MATZUK_PREOVULATORY_FOLLICLE	10		Rejected!	
MATZUK_MALE_REPRODUCTION_SERTOLI	28		Rejected!	
MATZUK_SPERMATOGONIA	24		Rejected!	
MATZUK_SPERMATOCYTE	72		Rejected!	
MATZUK_SPERMATID_DIFFERENTIATION	37		Rejected!	
MATZUK_SPERMATOZOA	114		Rejected!	
BONCI_TARGETS_OF_MIR15A_AND_MIR16_1	92		Rejected!	
CHUNG_BLISTER_CYTOTOXICITY_UP	137		Rejected!	
CHUNG_BLISTER_CYTOTOXICITY_DN	50		Rejected!	
WHITEFORD_PEDIATRIC_CANCER_MARKERS	117		Rejected!	
GRADE_COLON_AND_RECTAL_CANCER_UP	290		Rejected!	
GRADE_COLON_AND_RECTAL_CANCER_DN	102		Rejected!	
GRADE_COLON_VS_RECTAL_CANCER_UP	38		Rejected!	
GRADE_COLON_VS_RECTAL_CANCER_DN	56		Rejected!	
BOQUEST_STEM_CELL_UP	262	25		
BOQUEST_STEM_CELL_DN	218		Rejected!	
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	428	25		
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN	31		Rejected!	
NAKAMURA_METASTASIS	47		Rejected!	
NAKAMURA_METASTASIS_MODEL_UP	45		Rejected!	
NAKAMURA_METASTASIS_MODEL_DN	44		Rejected!	
GRATIAS_RETINOBLASTOMA_16Q24	18		Rejected!	
WEST_ADRENOCORTICAL_TUMOR_UP	298		Rejected!	
WEST_ADRENOCORTICAL_TUMOR_DN	543	21		
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP	21		Rejected!	
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	25		Rejected!	
DONATO_CELL_CYCLE_TRETINOIN	6		Rejected!	
CHO_NR4A1_TARGETS	32		Rejected!	
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP	121		Rejected!	
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN	126		Rejected!	
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	23		Rejected!	
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	8		Rejected!	
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_UP	27		Rejected!	
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_DN	7		Rejected!	
TSUDA_ALVEOLAR_SOFT_PART_SARCOMA	10		Rejected!	
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_UP	204		Rejected!	
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	265		Rejected!	
YAGUE_PRETUMOR_DRUG_RESISTANCE_UP	8		Rejected!	
YAGUE_PRETUMOR_DRUG_RESISTANCE_DN	13		Rejected!	
BRUECKNER_TARGETS_OF_MIRLET7A3_UP	110		Rejected!	
BRUECKNER_TARGETS_OF_MIRLET7A3_DN	76		Rejected!	
PODAR_RESPONSE_TO_ADAPHOSTIN_UP	149		Rejected!	
PODAR_RESPONSE_TO_ADAPHOSTIN_DN	18		Rejected!	
LU_TUMOR_ENDOTHELIAL_MARKERS_UP	22		Rejected!	
LU_TUMOR_ENDOTHELIAL_MARKERS_DN	5		Rejected!	
LU_TUMOR_ANGIOGENESIS_UP	25		Rejected!	
LIN_TUMOR_ESCAPE_FROM_IMMUNE_ATTACK	20		Rejected!	
CHEN_HOXA5_TARGETS_6HR_UP	10		Rejected!	
CHEN_HOXA5_TARGETS_6HR_DN	6		Rejected!	
CHEN_HOXA5_TARGETS_9HR_UP	223		Rejected!	
CHEN_HOXA5_TARGETS_9HR_DN	42		Rejected!	
LIN_NPAS4_TARGETS_UP	171		Rejected!	
LIN_NPAS4_TARGETS_DN	71		Rejected!	
CADWELL_ATG16L1_TARGETS_UP	104		Rejected!	
CADWELL_ATG16L1_TARGETS_DN	65		Rejected!	
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	63		Rejected!	
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_DN	59		Rejected!	
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP	52		Rejected!	
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	40		Rejected!	
CONRAD_STEM_CELL	39		Rejected!	
CONRAD_GERMLINE_STEM_CELL	13		Rejected!	
THUM_MIR21_TARGETS_HEART_DISEASE_UP	18		Rejected!	
THUM_MIR21_TARGETS_HEART_DISEASE_DN	9		Rejected!	
KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION	35		Rejected!	
HUANG_DASATINIB_RESISTANCE_UP	80		Rejected!	
HUANG_DASATINIB_RESISTANCE_DN	70		Rejected!	
MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN	16		Rejected!	
MATTHEWS_AP1_TARGETS	17		Rejected!	
QI_PLASMACYTOMA_UP	253		Rejected!	
QI_PLASMACYTOMA_DN	98		Rejected!	
TAYLOR_METHYLATED_IN_ACUTE_LYMPHOBLASTIC_LEUKEMIA	78		Rejected!	
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	54		Rejected!	
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN	30		Rejected!	
HUPER_BREAST_BASAL_VS_LUMINAL_UP	53		Rejected!	
HUPER_BREAST_BASAL_VS_LUMINAL_DN	58		Rejected!	
MALONEY_RESPONSE_TO_17AAG_UP	40		Rejected!	
MALONEY_RESPONSE_TO_17AAG_DN	77		Rejected!	
CUI_GLUCOSE_DEPRIVATION	61		Rejected!	
BLUM_RESPONSE_TO_SALIRASIB_UP	245		Rejected!	
BLUM_RESPONSE_TO_SALIRASIB_DN	341		Rejected!	
WINTER_HYPOXIA_METAGENE	243		Rejected!	
ALONSO_METASTASIS_EMT_UP	35		Rejected!	
ALONSO_METASTASIS_EMT_DN	5		Rejected!	
ALONSO_METASTASIS_NEURAL_UP	18		Rejected!	
ALONSO_METASTASIS_UP	194		Rejected!	
ALONSO_METASTASIS_DN	26		Rejected!	
CROMER_TUMORIGENESIS_UP	58		Rejected!	
CROMER_TUMORIGENESIS_DN	49		Rejected!	
KRISHNAN_FURIN_TARGETS_UP	8		Rejected!	
KRISHNAN_FURIN_TARGETS_DN	10		Rejected!	
MUELLER_PLURINET	299		Rejected!	
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP	146		Rejected!	
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN	250		Rejected!	
FIRESTEIN_CTNNB1_PATHWAY_AND_PROLIFERATION	9		Rejected!	
FIRESTEIN_CTNNB1_PATHWAY	32		Rejected!	
FIRESTEIN_PROLIFERATION	166		Rejected!	
ZHOU_PANCREATIC_EXOCRINE_PROGENITOR	11		Rejected!	
ZHOU_PANCREATIC_ENDOCRINE_PROGENITOR	14		Rejected!	
ZHOU_PANCREATIC_BETA_CELL	11		Rejected!	
ISHIKAWA_STING_SIGNALING	9		Rejected!	
WANG_TUMOR_INVASIVENESS_UP	383		Rejected!	
WANG_TUMOR_INVASIVENESS_DN	211		Rejected!	
JIANG_TIP30_TARGETS_UP	46		Rejected!	
JIANG_TIP30_TARGETS_DN	24		Rejected!	
GRESHOCK_CANCER_COPY_NUMBER_UP	323		Rejected!	
WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC	22		Rejected!	
TSAI_RESPONSE_TO_RADIATION_THERAPY	32		Rejected!	
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP	14		Rejected!	
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN	8		Rejected!	
MIKI_COEXPRESSED_WITH_CYP19A1	7		Rejected!	
BEIER_GLIOMA_STEM_CELL_UP	40		Rejected!	
BEIER_GLIOMA_STEM_CELL_DN	67		Rejected!	
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	163		Rejected!	
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	132		Rejected!	
MOOTHA_HUMAN_MITODB_6_2002	431		Rejected!	
MOOTHA_PGC	421		Rejected!	
MOOTHA_TCA	16		Rejected!	
LEE_LIVER_CANCER_SURVIVAL_DN	180		Rejected!	
LEE_LIVER_CANCER_SURVIVAL_UP	187		Rejected!	
MOOTHA_MITOCHONDRIA	450		Rejected!	
MOOTHA_ROS	7		Rejected!	
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP	13		Rejected!	
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	26		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP	36		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN	31		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_UP	27		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN	36		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_D_UP	90		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_D_DN	82		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_C_D_UP	141		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_C_D_DN	278		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_C_UP	49		Rejected!	
BOYLAN_MULTIPLE_MYELOMA_C_DN	59		Rejected!	
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER	52		Rejected!	
FERRARI_RESPONSE_TO_FENRETINIDE_UP	22		Rejected!	
FERRARI_RESPONSE_TO_FENRETINIDE_DN	5		Rejected!	
HELLEBREKERS_SILENCED_DURING_TUMOR_ANGIOGENESIS	77		Rejected!	
REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS	8		Rejected!	
GU_PDEF_TARGETS_UP	71		Rejected!	
GU_PDEF_TARGETS_DN	40		Rejected!	
TOOKER_GEMCITABINE_RESISTANCE_UP	80		Rejected!	
TOOKER_GEMCITABINE_RESISTANCE_DN	123		Rejected!	
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP	46		Rejected!	
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN	38		Rejected!	
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	52		Rejected!	
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN	31		Rejected!	
VILIMAS_NOTCH1_TARGETS_UP	51		Rejected!	
VILIMAS_NOTCH1_TARGETS_DN	27		Rejected!	
SPIRA_SMOKERS_LUNG_CANCER_UP	39		Rejected!	
SPIRA_SMOKERS_LUNG_CANCER_DN	15		Rejected!	
LUDWICZEK_TREATING_IRON_OVERLOAD	7		Rejected!	
JU_AGING_TERC_TARGETS_UP	7		Rejected!	
ZAIDI_OSTEOBLAST_TRANSCRIPTION_FACTORS	14		Rejected!	
WAGNER_APO2_SENSITIVITY	26		Rejected!	
PALOMERO_GSI_SENSITIVITY_UP	7		Rejected!	
PALOMERO_GSI_SENSITIVITY_DN	5		Rejected!	
SOUCEK_MYC_TARGETS	12		Rejected!	
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	78		Rejected!	
